sensor_id,humidity,parcel
1333,45.6,South-2
1334,48.6,North-1
1335,59.7,North-2
1336,33.8,North-2
1337,58.5,East-1
1338,36.8,West-1
1339,54.5,West-1
1340,56.2,South-2
1341,51.9,West-1
1342,35.7,West-2
1343,46.1,West-2
1344,50.0,West-2
1345,57.0,East-1
1346,53.5,East-1
1347,37.0,West-1
1348,49.6,South-2
1349,38.5,West-2
1350,57.7,South-2
1351,58.8,East-2
1352,38.0,East-2
1353,50.1,South-2
1354,38.3,East-1
1355,40.6,East-2
1356,55.4,West-2
1357,31.2,East-2
1358,47.8,South-1
1359,42.8,South-2
1360,51.7,South-1
1361,56.6,South-1
1362,37.1,East-2
1363,53.7,West-2
1364,46.8,East-1
1365,31.5,West-1
1366,36.5,South-2
1367,57.7,West-2
1368,45.7,West-1
1369,40.9,South-1
1370,49.9,South-2
1371,32.5,South-2
1372,47.6,West-1
1373,51.2,West-2
1374,35.1,South-2
1375,56.2,East-2
1376,50.4,West-2
1377,57.2,South-1
1378,30.9,South-2
1379,32.9,South-2
1380,45.2,North-2
1381,42.4,North-2
1382,46.3,South-2
1383,40.5,East-2
1384,44.5,South-1
1385,48.1,East-1
1386,32.1,North-2
1387,57.9,North-1
1388,38.4,East-2
1389,56.5,South-2
1390,54.0,East-1
1391,34.1,South-1
1392,30.7,West-2
1393,36.6,North-1
1394,44.5,North-1
1395,36.6,East-1
1396,36.5,East-2
1397,31.0,East-2
1398,51.7,East-1
1399,56.1,North-1
1400,49.3,East-1
1401,51.1,South-2
1402,35.5,West-2
1403,48.3,North-1
1404,33.4,North-2
1405,59.7,South-2
1406,34.7,West-1
1407,50.2,East-1
1408,55.7,North-2
1409,52.4,West-1
1410,31.2,East-2
1411,42.9,West-2
1412,52.5,East-1
1413,30.1,West-2
1414,55.8,North-1
1415,31.3,South-1
1416,33.6,South-2
1417,49.7,North-2
1418,59.8,West-1
1419,53.3,East-2
1420,40.5,West-2
1421,42.9,East-1
1422,49.1,East-2
1423,45.5,North-1
1424,57.7,North-2
1425,46.1,East-1
1426,32.0,East-2
1427,40.6,East-2
1428,43.7,South-1
1429,50.9,East-2
1430,39.0,North-2
1431,51.0,North-2
1432,38.8,East-1
1433,41.9,North-1
1434,33.6,East-2
1435,33.1,North-1
1436,49.6,West-1
1437,45.7,North-2
1438,42.3,North-1
1439,43.2,West-1
1440,32.2,North-2
1441,40.0,North-2
1442,51.4,East-2
1443,57.6,West-2
1444,34.4,East-1
1445,37.6,East-1
1446,34.1,South-1
1447,59.0,East-2
1448,52.5,South-2
1449,59.9,North-1
1450,54.9,South-1
1451,44.9,South-1
1452,32.5,East-1
1453,54.4,West-2
1454,57.3,West-1
1455,35.2,North-2
1456,57.4,North-1
1457,30.3,West-2
1458,43.2,North-2
1459,45.2,North-2
1460,58.3,East-1
1461,31.7,South-2
1462,59.7,North-1
1463,34.1,East-2
1464,38.5,South-2
1465,42.7,North-1
1466,51.1,East-1
1467,36.3,North-2
1468,35.3,East-2
1469,44.6,West-1
1470,38.5,South-2
1471,39.9,South-2
1472,32.8,East-2
1473,39.3,South-1
1474,46.2,West-2
1475,30.3,West-1
1476,40.4,North-2
1477,47.6,West-1
1478,51.6,West-2
1479,41.2,East-2
1480,51.8,North-2
1481,37.0,West-2
1482,49.9,West-2
1483,43.2,West-1
1484,48.8,North-2
1485,45.5,South-1
1486,56.8,East-1
1487,56.8,East-1
1488,45.8,East-2
1489,44.5,South-1
1490,34.8,West-2
1491,39.4,South-2
1492,48.1,West-1
1493,44.2,West-2
1494,37.8,South-2
1495,33.0,West-2
1496,49.5,East-1
1497,33.9,West-2
1498,45.2,South-2
1499,30.6,West-2
1500,33.9,North-1
1501,46.2,South-1
1502,37.4,West-1
1503,48.5,East-2
1504,33.0,North-2
1505,34.1,North-1
1506,37.2,North-1
1507,50.1,East-1
1508,57.8,South-2
1509,31.6,East-1
1510,56.0,West-1
1511,51.6,South-2
1512,52.2,East-1
1513,39.6,North-2
1514,33.9,West-2
1515,48.5,West-2
1516,57.9,East-2
1517,46.9,North-2
1518,32.9,East-1
1519,32.2,East-1
1520,36.1,North-1
1521,41.2,North-2
1522,58.4,East-2
1523,47.3,West-2
1524,37.7,South-2
1525,43.3,West-1
1526,47.6,East-1
1527,57.2,North-1
1528,42.2,East-2
1529,55.7,North-2
1530,34.1,West-1
1531,43.9,West-2
1532,44.4,North-1
1533,59.8,North-2
1534,32.1,South-1
1535,44.8,North-2
1536,58.0,South-1
1537,42.9,North-2
1538,35.2,South-1
1539,31.6,South-1
1540,40.5,North-2
1541,50.4,North-2
1542,47.2,East-2
1543,32.6,North-1
1544,57.3,South-1
1545,53.7,West-2
1546,51.1,East-1
1547,54.4,South-2
1548,32.8,East-1
1549,33.8,East-2
1550,57.8,West-1
1551,32.8,North-1
1552,53.8,East-2
1553,51.7,East-2
1554,31.8,North-2
1555,49.6,East-1
1556,46.5,West-2
1557,34.3,North-2
1558,43.5,South-2
1559,49.5,North-1
1560,45.3,North-2
1561,48.5,East-2
1562,50.9,North-2
1563,57.6,North-2
1564,54.6,West-1
1565,38.6,East-2
1566,52.6,West-2
1567,40.1,South-1
1568,45.0,North-2
1569,52.1,West-2
1570,58.3,West-1
1571,50.1,North-1
1572,57.4,North-1
1573,53.2,East-1
1574,58.4,West-2
1575,32.8,North-1
1576,41.9,North-1
1577,47.3,East-1
1578,37.0,West-2
1579,58.6,West-1
1580,56.9,West-2
1581,46.5,West-2
1582,59.1,South-2
1583,40.4,West-1
1584,46.8,East-1
1585,35.6,East-1
1586,47.1,East-1
1587,58.6,West-2
1588,33.9,West-2
1589,49.8,South-2
1590,55.4,North-1
1591,47.4,West-1
1592,38.2,West-2
1593,35.3,East-2
1594,45.4,East-2
1595,49.6,West-2
1596,58.8,West-2
1597,50.9,East-2
1598,47.4,North-1
1599,55.3,South-2
1600,41.0,East-2
1601,50.8,North-1
1602,30.0,South-1
1603,43.8,West-1
1604,32.6,North-1
1605,37.4,West-2
1606,49.2,South-2
1607,56.9,East-1
1608,42.2,West-2
1609,56.9,East-1
1610,46.1,South-2
1611,34.3,East-2
1612,49.6,West-1
1613,41.6,South-2
1614,44.9,South-1
1615,33.6,West-1
1616,55.1,East-1
1617,53.7,West-2
1618,39.7,South-1
1619,41.1,South-1
1620,34.0,East-1
1621,59.9,South-2
1622,54.2,North-1
1623,41.3,North-1
1624,32.6,West-2
1625,51.5,East-1
1626,51.4,South-1
1627,43.2,North-2
1628,51.2,South-1
1629,41.8,East-1
1630,51.7,East-1
1631,38.5,West-1
1632,44.0,East-2
1633,41.5,North-1
1634,55.3,East-2
1635,51.1,North-1
1636,36.1,North-1
1637,30.1,East-1
1638,55.5,North-2
1639,56.6,North-2
1640,50.5,South-2
1641,59.8,South-2
1642,42.9,West-2
1643,52.7,West-1
1644,49.8,West-1
1645,39.9,North-2
1646,35.2,North-2
1647,36.6,East-2
1648,38.0,West-1
1649,40.4,East-1
1650,50.0,South-2
1651,45.5,East-1
1652,40.1,South-2
1653,50.6,North-2
1654,57.9,East-1
1655,46.8,South-1
1656,52.3,West-1
1657,44.9,North-2
1658,37.0,North-1
1659,36.8,South-2
1660,33.1,South-1
1661,31.7,South-1
1662,33.7,West-1
1663,40.0,South-2
1664,51.7,South-2
1665,41.9,North-1
1666,55.8,South-1
1667,58.8,South-2
1668,38.4,South-2
1669,44.2,East-2
1670,44.9,East-2
1671,32.7,West-1
1672,56.5,West-2
1673,48.2,North-1
1674,37.0,West-2
1675,38.9,North-2
1676,34.7,East-2
1677,51.9,North-1
1678,34.5,South-2
1679,55.5,South-2
1680,37.2,East-1
1681,42.1,North-1
1682,57.3,West-1
1683,58.8,South-2
1684,32.0,East-1
1685,34.9,North-2
1686,45.8,East-2
1687,52.5,West-2
1688,47.0,East-2
1689,52.7,South-1
1690,42.8,West-1
1691,43.2,East-1
1692,55.4,West-2
1693,39.7,West-1
1694,58.1,West-1
1695,34.0,South-2
1696,48.5,South-1
1697,41.7,North-2
1698,33.5,West-2
1699,42.6,East-2
1700,55.1,South-2
1701,31.6,North-1
1702,44.7,North-2
1703,46.5,South-1
1704,42.4,North-2
1705,33.5,North-2
1706,54.1,West-2
1707,37.5,South-1
1708,30.7,South-1
1709,39.5,South-2
1710,30.1,East-1
1711,37.3,South-1
1712,42.2,South-2
1713,50.7,East-2
1714,45.7,South-2
1715,32.7,West-1
1716,50.2,West-2
1717,52.8,South-2
1718,55.6,South-2
1719,37.8,West-1
1720,46.9,East-1
1721,47.1,West-2
1722,30.9,North-2
1723,32.1,South-2
1724,47.5,West-1
1725,55.7,North-2
1726,35.3,East-2
1727,44.1,North-2
1728,45.1,East-1
1729,36.6,West-2
1730,59.1,West-1
1731,32.6,West-2
1732,57.6,South-2
1733,58.3,South-2
1734,33.9,North-1
1735,50.3,South-1
1736,58.7,North-2
1737,35.1,West-2
1738,34.1,East-1
1739,36.1,North-2
1740,49.4,North-1
1741,53.8,West-2
1742,48.1,West-1
1743,49.9,West-1
1744,53.0,East-1
1745,51.9,East-1
1746,41.6,West-1
1747,47.8,East-2
1748,45.5,West-1
1749,49.8,East-2
1750,59.1,West-2
1751,57.5,South-1
1752,40.1,North-2
1753,39.3,West-1
1754,59.8,North-1
1755,58.5,East-1
1756,38.6,East-1
1757,42.8,West-2
1758,38.6,South-1
1759,38.1,East-2
1760,46.8,East-2
1761,42.6,West-1
1762,42.2,West-1
1763,57.5,North-2
1764,32.0,South-1
1765,47.3,North-1
1766,56.2,North-1
1767,40.9,East-1
1768,53.4,East-1
1769,51.1,East-2
1770,57.9,North-1
1771,44.0,West-2
1772,34.2,North-2
1773,34.1,South-2
1774,45.4,North-1
1775,32.0,South-1
1776,46.2,South-1
1777,59.1,East-2
1778,54.8,West-2
1779,57.8,South-1
1780,41.2,North-2
1781,40.2,North-2
1782,48.1,East-2
1783,33.9,East-2
1784,53.4,West-1
1785,58.5,South-2
1786,47.1,North-1
1787,35.0,West-2
1788,39.7,West-2
1789,56.8,South-2
1790,31.4,North-2
1791,48.0,West-2
1792,55.2,East-2
1793,54.3,South-1
1794,58.6,South-2
1795,32.2,South-1
1796,41.5,South-1
1797,41.8,South-2
1798,35.5,West-2
1799,48.2,South-1
1800,58.5,West-2
1801,42.5,South-2
1802,54.0,North-2
1803,55.7,South-2
1804,32.8,East-2
1805,43.3,West-2
1806,31.0,South-2
1807,32.1,North-1
1808,53.2,North-2
1809,36.1,East-1
1810,50.9,South-2
1811,43.3,West-2
1812,50.7,West-1
1813,57.5,East-2
1814,47.5,South-1
1815,42.1,East-1
1816,48.7,West-1
1817,30.0,East-2
1818,39.0,West-1
1819,42.9,South-1
1820,33.2,West-1
1821,36.4,East-2
1822,42.2,West-1
1823,55.0,East-2
1824,53.7,East-1
1825,33.1,South-2
1826,41.4,South-2
1827,33.4,East-2
1828,43.7,West-2
1829,50.1,East-1
1830,49.1,West-2
1831,32.9,East-1
1832,40.5,South-2
1833,40.0,West-1
1834,42.6,North-1
1835,36.5,North-1
1836,40.9,West-2
1837,36.7,East-2
1838,31.6,West-1
1839,50.8,South-2
1840,58.6,West-1
1841,54.2,East-1
1842,32.2,North-1
1843,44.9,East-2
1844,48.1,West-2
1845,52.4,West-1
1846,33.1,North-1
1847,56.1,East-2
1848,49.3,East-1
1849,51.5,South-1
1850,42.1,North-2
1851,42.5,East-1
1852,31.8,South-2
1853,59.4,East-2
1854,38.7,North-2
1855,44.1,North-2
1856,32.5,East-1
1857,36.0,North-2
1858,47.8,North-2
1859,44.4,East-2
1860,36.8,South-2
1861,33.7,North-2
1862,36.1,North-2
1863,38.6,West-1
1864,30.1,East-1
1865,58.1,South-1
1866,60.0,South-1
1867,46.6,East-2
1868,34.0,North-2
1869,32.1,West-1
1870,58.5,North-1
1871,38.7,South-2
1872,35.2,East-1
1873,47.7,North-2
1874,40.1,South-2
1875,49.1,South-2
1876,34.9,South-1
1877,48.7,West-2
1878,37.0,East-1
1879,59.8,West-1
1880,58.5,North-1
1881,47.8,East-1
1882,31.3,North-1
1883,55.7,South-1
1884,50.4,East-2
1885,55.1,South-1
1886,54.2,West-2
1887,32.2,West-1
1888,44.7,West-1
1889,51.2,East-1
1890,51.3,North-1
1891,32.1,East-2
1892,59.8,West-2
1893,59.2,West-2
1894,41.8,East-2
1895,36.6,North-1
1896,40.9,South-2
1897,48.1,South-2
1898,59.0,East-2
1899,38.6,West-1
1900,40.7,East-2
1901,34.7,East-2
1902,56.1,East-2
1903,52.7,North-2
1904,54.5,West-1
1905,41.4,East-2
1906,37.1,West-2
1907,42.2,North-2
1908,45.2,North-2
1909,54.3,South-2
1910,30.4,South-1
1911,33.4,North-2
1912,35.1,East-2
1913,36.5,West-1
1914,35.8,North-1
1915,36.9,North-2
1916,41.4,North-1
1917,57.4,South-1
1918,54.9,North-1
1919,38.3,North-2
1920,47.6,East-2
1921,40.8,North-1
1922,32.2,East-2
1923,42.5,North-2
1924,46.3,South-2
1925,30.4,East-2
1926,36.1,North-1
1927,49.8,West-1
1928,38.3,West-2
1929,52.0,East-2
1930,50.4,South-2
1931,58.2,West-2
1932,36.8,North-1
1933,36.2,South-1
1934,43.5,East-2
1935,39.1,North-1
1936,50.1,North-2
1937,43.5,West-1
1938,57.4,East-2
1939,48.2,North-2
1940,42.5,South-1
1941,47.7,West-2
1942,32.8,West-1
1943,58.9,East-1
1944,52.5,South-2
1945,32.3,North-1
1946,36.7,South-2
1947,57.5,South-2
1948,54.6,West-1
1949,54.5,South-2
1950,55.4,West-1
1951,54.8,North-1
1952,37.3,South-2
1953,33.8,West-2
1954,49.3,West-2
1955,32.2,East-1
1956,51.7,West-2
1957,50.5,West-1
1958,56.5,South-1
1959,58.7,South-1
1960,46.9,West-2
1961,47.0,East-2
1962,47.1,East-1
1963,49.0,West-1
1964,42.1,South-2
1965,38.4,East-2
1966,42.5,West-2
1967,40.7,North-2
1968,45.5,South-2
1969,33.3,North-2
1970,45.1,North-2
1971,44.6,East-1
1972,49.3,South-1
1973,32.6,West-2
1974,58.1,North-1
1975,41.7,North-2
1976,48.2,North-1
1977,44.0,South-2
1978,54.7,West-2
1979,39.2,South-1
1980,32.3,East-2
1981,57.6,East-1
1982,46.1,South-2
1983,31.6,South-2
1984,34.8,South-1
1985,42.5,South-1
1986,32.0,South-1
1987,43.0,South-1
1988,55.5,South-1
1989,34.1,West-1
1990,53.3,West-1
1991,39.0,East-2
1992,54.0,East-1
1993,30.7,West-2
1994,46.2,West-2
1995,41.7,East-2
1996,45.0,North-1
1997,35.9,North-2
1998,38.3,East-1
1999,32.0,West-1
2000,40.3,North-1
2001,36.0,North-1
2002,36.8,East-2
2003,52.8,South-1
2004,58.3,East-1
2005,52.2,West-1
2006,38.1,North-2
2007,55.8,East-2
2008,35.4,South-1
2009,31.4,North-2
2010,46.2,East-2
2011,34.4,West-1
2012,39.5,West-2
2013,43.0,South-1
2014,46.2,East-1
2015,50.2,South-1
2016,33.4,West-2
2017,52.2,West-1
2018,55.8,North-1
2019,45.8,North-1
2020,52.3,North-1
2021,30.4,North-2
2022,59.4,West-2
2023,36.7,East-1
2024,54.3,South-1
2025,55.7,West-2
2026,53.2,West-1
2027,42.7,West-2
2028,50.6,South-1
2029,46.1,West-1
2030,48.3,East-2
2031,55.6,North-1
2032,40.1,North-1
2033,41.0,West-2
2034,40.0,East-2
2035,54.4,West-2
2036,45.3,West-1
2037,55.6,East-2
2038,48.4,East-1
2039,51.2,South-1
2040,40.4,South-2
2041,32.5,West-1
2042,31.7,North-1
2043,57.4,West-1
2044,36.1,West-2
2045,57.9,East-1
2046,52.8,North-1
2047,37.6,East-2
2048,46.5,East-1
2049,49.8,West-1
2050,51.5,East-1
2051,49.8,North-2
2052,40.6,South-1
2053,41.6,North-2
2054,33.2,North-1
2055,33.5,East-1
2056,31.6,East-2
2057,56.5,South-2
2058,35.9,East-2
2059,58.9,North-1
2060,43.4,West-1
2061,43.2,West-2
2062,58.9,East-1
2063,59.2,South-1
2064,40.9,South-1
2065,47.9,East-2
2066,35.8,South-2
2067,35.4,West-2
2068,40.8,North-1
2069,35.3,East-2
2070,48.6,East-2
2071,54.8,South-1
2072,42.0,East-1
2073,42.8,South-1
2074,33.8,West-2
2075,46.1,South-2
2076,53.1,West-2
2077,40.8,East-2
2078,59.4,West-2
2079,36.8,South-1
2080,49.8,West-1
2081,59.5,South-2
2082,54.8,West-2
2083,47.4,North-2
2084,38.5,East-1
2085,43.8,South-2
2086,43.5,East-2
2087,37.5,North-2
2088,50.6,South-2
2089,56.7,North-2
2090,59.1,East-2
2091,45.6,South-1
2092,31.1,West-1
2093,55.0,South-1
2094,36.8,West-2
2095,37.4,North-2
2096,34.3,North-2
2097,52.8,North-2
2098,53.0,West-1
2099,41.9,North-2
2100,54.0,East-1
2101,36.8,West-2
2102,48.5,West-1
2103,43.9,South-2
2104,33.6,South-1
2105,56.9,West-2
2106,39.9,South-1
2107,54.3,South-1
2108,43.2,North-2
2109,48.5,North-2
2110,49.5,East-2
2111,35.3,South-1
2112,37.6,North-2
2113,58.7,South-2
2114,32.8,South-1
2115,52.3,West-2
2116,31.3,East-2
2117,37.9,West-2
2118,35.8,South-2
2119,38.9,South-1
2120,46.5,South-2
2121,48.0,East-2
2122,35.1,South-2
2123,57.8,North-1
2124,56.2,South-1
2125,33.2,West-2
2126,42.1,East-1
2127,30.8,East-1
2128,59.5,South-2
2129,33.0,South-1
2130,32.7,West-2
2131,48.0,West-2
2132,36.6,East-1
2133,39.0,West-1
2134,46.7,South-2
2135,58.4,East-2
2136,48.4,North-1
2137,42.4,East-2
2138,35.9,West-2
2139,45.9,East-2
2140,45.6,West-1
2141,50.1,West-2
2142,33.6,West-2
2143,38.0,West-2
2144,41.6,East-1
2145,39.1,North-1
2146,45.7,West-1
2147,54.8,East-1
2148,40.6,South-2
2149,58.2,South-1
2150,49.0,West-2
2151,47.0,East-1
2152,47.1,South-1
2153,49.7,East-2
2154,54.0,East-2
2155,43.0,South-1
2156,40.0,North-2
2157,57.3,West-1
2158,31.8,East-2
2159,53.5,South-1
2160,48.3,West-2
2161,39.9,East-2
2162,51.0,East-1
2163,52.4,South-2
2164,32.3,North-1
2165,48.6,North-2
2166,34.8,South-1
2167,49.7,West-1
2168,55.8,West-2
2169,30.6,West-1
2170,42.1,South-2
2171,52.9,West-1
2172,44.5,North-1
2173,47.9,North-1
2174,43.0,East-1
2175,36.0,South-1
2176,46.1,East-2
2177,59.5,North-1
2178,45.9,West-1
2179,37.6,West-1
2180,33.3,North-1
2181,38.4,East-1
2182,44.1,South-1
2183,43.0,East-1
2184,30.2,East-2
2185,44.3,South-2
2186,40.9,West-1
2187,38.7,North-1
2188,41.6,East-2
2189,49.7,South-1
2190,58.0,South-2
2191,42.4,East-1
2192,59.1,West-2
2193,34.0,East-2
2194,47.6,West-2
2195,45.7,West-1
2196,42.7,South-1
2197,36.2,South-2
2198,50.3,West-1
2199,59.1,North-2
2200,45.4,West-2
2201,41.9,West-2
2202,53.4,North-1
2203,31.2,South-2
2204,57.1,South-2
2205,34.1,South-1
2206,54.7,South-1
2207,52.5,West-2
2208,43.5,East-2
2209,31.2,West-1
2210,30.9,North-2
2211,50.9,South-2
2212,30.1,West-2
2213,52.4,West-1
2214,47.0,West-1
2215,43.1,North-2
2216,51.2,South-2
2217,52.4,North-2
2218,46.3,South-1
2219,54.2,West-1
2220,55.1,South-2
2221,39.9,West-2
2222,33.4,East-2
2223,34.5,East-2
2224,44.8,East-1
2225,50.4,South-1
2226,31.1,South-1
2227,48.8,West-1
2228,31.4,East-1
2229,50.3,North-1
2230,50.4,South-2
2231,42.1,West-1
2232,54.5,North-2
2233,43.7,West-1
2234,33.0,North-2
2235,56.8,East-2
2236,42.3,West-1
2237,53.0,East-1
2238,42.2,North-1
2239,44.5,North-2
2240,33.2,South-1
2241,55.9,North-2
2242,36.5,East-1
2243,41.7,West-1
2244,44.6,North-2
2245,33.7,South-2
2246,59.2,South-1
2247,35.7,North-1
2248,57.2,North-1
2249,56.4,West-2
2250,43.9,North-2
2251,59.2,North-2
2252,46.8,East-2
2253,37.5,North-2
2254,56.2,East-2
2255,33.5,East-2
2256,41.2,North-1
2257,46.6,North-1
2258,49.0,West-2
2259,53.8,East-1
2260,46.1,South-1
2261,49.5,North-2
2262,40.5,South-2
2263,36.9,South-1
2264,52.9,South-2
2265,40.6,West-2
2266,48.1,East-2
2267,47.3,East-1
2268,39.7,West-1
2269,41.6,North-2
